"Poll_id","precinct_id","Municipal","Label"
6940,154,"PARMA","5A"
6930,1004,"PARMA","5B"
6750,155,"PARMA","5C"
6930,808,"PARMA","5D"
6750,1163,"PARMA","5E"
6750,138,"PARMA","5F"
6750,414,"PARMA","6A"
6750,1311,"PARMA","6B"
6730,135,"PARMA","6C"
6740,395,"PARMA","6D"
6730,137,"PARMA","6E"
8112,1251,"PARMA","7A"
6940,636,"PARMA","7B"
6940,1164,"PARMA","7C"
8112,156,"PARMA","7D"
6940,157,"PARMA","7E"
8112,397,"PARMA","7F"
6890,1250,"PARMA","8A"
6680,148,"PARMA","8B"
6890,820,"PARMA","8C"
6680,150,"PARMA","8D"
6680,147,"PARMA","8E"
6930,151,"PARMA","9A"
6720,1309,"PARMA","9B"
6720,1257,"PARMA","9C"
6880,812,"PARMA","9D"
6740,152,"PARMA","9E"
6600,399,"PEPPER PIKE","A"
6600,792,"PEPPER PIKE","B"
8199,1009,"PEPPER PIKE","C.01"
8199,1561,"PEPPER PIKE","C.02"
8199,793,"PEPPER PIKE","D"
6600,121,"PEPPER PIKE","E"
7110,173,"RICHMOND HEIGHTS","1A"
7110,1028,"RICHMOND HEIGHTS","1B"
8310,1045,"RICHMOND HEIGHTS","2A"
8310,1165,"RICHMOND HEIGHTS","2B"
8310,172,"RICHMOND HEIGHTS","3A"
8310,833,"RICHMOND HEIGHTS","3B"
8310,830,"RICHMOND HEIGHTS","3C"
8059,1255,"RICHMOND HEIGHTS","4A"
8059,1187,"RICHMOND HEIGHTS","4B"
7030,657,"ROCKY RIVER","1A"
7070,1186,"ROCKY RIVER","1B"
7070,176,"ROCKY RIVER","1C"
7070,170,"ROCKY RIVER","1D"
7050,1007,"ROCKY RIVER","2A"
7050,1254,"ROCKY RIVER","2B"
7070,398,"ROCKY RIVER","2C"
7050,1170,"ROCKY RIVER","2D"
7030,168,"ROCKY RIVER","3A"
7030,1006,"ROCKY RIVER","3B"
7030,167,"ROCKY RIVER","3C"
7030,824,"ROCKY RIVER","3D"
7050,295,"ROCKY RIVER","4A"
7050,825,"ROCKY RIVER","4B"
7050,1166,"ROCKY RIVER","4C"
7050,829,"ROCKY RIVER","4D"
7160,416,"SOUTH EUCLID","1A"
7160,182,"SOUTH EUCLID","1B"
8073,1402,"SOUTH EUCLID","1C"
8073,415,"SOUTH EUCLID","1D"
7160,434,"SOUTH EUCLID","2A"
7160,175,"SOUTH EUCLID","2B"
7160,836,"SOUTH EUCLID","2C"
7160,255,"SOUTH EUCLID","2D"
8262,1319,"SOUTH EUCLID","3A"
8262,1384,"SOUTH EUCLID","3B"
8262,838,"SOUTH EUCLID","3C"
8336,181,"SOUTH EUCLID","3D"
7170,296,"SOUTH EUCLID","4A"
8325,1029,"SOUTH EUCLID","4B"
8325,1256,"SOUTH EUCLID","4C"
8336,179,"SOUTH EUCLID","4D"
1940,403,"SHAKER HEIGHTS","A"
7390,646,"SHAKER HEIGHTS","B"
1940,243,"SHAKER HEIGHTS","C"
7350,885,"SHAKER HEIGHTS","D"
7350,1172,"SHAKER HEIGHTS","E"
7350,847,"SHAKER HEIGHTS","F"
7350,240,"SHAKER HEIGHTS","G"
7350,244,"SHAKER HEIGHTS","H"
7390,675,"SHAKER HEIGHTS","I"
7310,233,"SHAKER HEIGHTS","J"
7290,1016,"SHAKER HEIGHTS","K"
7290,844,"SHAKER HEIGHTS","L"
7290,238,"SHAKER HEIGHTS","M"
7310,404,"SHAKER HEIGHTS","N"
7390,658,"SHAKER HEIGHTS","O"
7390,1015,"SHAKER HEIGHTS","P"
7280,1188,"SHAKER HEIGHTS","Q"
7280,846,"SHAKER HEIGHTS","R"
7280,237,"SHAKER HEIGHTS","S"
7390,1259,"SHAKER HEIGHTS","T"
7390,1273,"SHAKER HEIGHTS","U"
7240,674,"SEVEN HILLS","1A"
7240,185,"SEVEN HILLS","1B"
7240,297,"SEVEN HILLS","2A"
7240,651,"SEVEN HILLS","2B"
8316,1169,"SEVEN HILLS","3A"
8316,187,"SEVEN HILLS","3B"
8316,841,"SEVEN HILLS","4A"
8316,186,"SEVEN HILLS","4B"
7485,1277,"SOLON","1A"
7485,887,"SOLON","1B"
7485,253,"SOLON","1C"
8249,639,"SOLON","2A"
8249,406,"SOLON","2B"
8249,676,"SOLON","3A"
8249,1276,"SOLON","3B"
8249,251,"SOLON","4A"
8249,640,"SOLON","4B"
8249,252,"SOLON","4C"
7470,1318,"SOLON","5A."
7470,1275,"SOLON","5B"
7470,246,"SOLON","5C"
8079,1376,"SOLON","6A"
8079,249,"SOLON","6B"
8079,1026,"SOLON","6C"
8249,405,"SOLON","7A"
8249,247,"SOLON","7B"
7550,259,"STRONGSVILLE","1A"
8188,884,"STRONGSVILLE","1B"
7550,408,"STRONGSVILLE","1C"
7550,1019,"STRONGSVILLE","1D"
8188,257,"STRONGSVILLE","1E"
7550,896,"STRONGSVILLE","1F"
8188,269,"STRONGSVILLE","1G"
8188,258,"STRONGSVILLE","1H"
7560,1167,"STRONGSVILLE","2A"
8208,641,"STRONGSVILLE","2B"
7560,894,"STRONGSVILLE","2C"
7560,1312,"STRONGSVILLE","2D"
8208,677,"STRONGSVILLE","2E"
7615,280,"STRONGSVILLE","2F"
8208,893,"STRONGSVILLE","2G"
7560,262,"STRONGSVILLE","2H"
7615,1021,"STRONGSVILLE","2I"
7540,436,"STRONGSVILLE","3A"
7530,1190,"STRONGSVILLE","3B"
7530,266,"STRONGSVILLE","3C"
7540,1027,"STRONGSVILLE","3D"
7620,899,"STRONGSVILLE","3E"
7620,407,"STRONGSVILLE","3F"
7620,1191,"STRONGSVILLE","3G"
7540,900,"STRONGSVILLE","3H"
8208,1022,"STRONGSVILLE","4A"
7600,265,"STRONGSVILLE","4B"
7615,264,"STRONGSVILLE","4C"
7600,1280,"STRONGSVILLE","4D"
7615,898,"STRONGSVILLE","4E"
7540,409,"STRONGSVILLE","4F"
7600,1048,"STRONGSVILLE","4G"
8208,1168,"STRONGSVILLE","4H"
7170,907,"UNIVERSITY HEIGHTS","A"
7170,273,"UNIVERSITY HEIGHTS","B"
8325,272,"UNIVERSITY HEIGHTS","C"
7630,1322,"UNIVERSITY HEIGHTS","D"
8113,902,"UNIVERSITY HEIGHTS","E"
8325,1038,"UNIVERSITY HEIGHTS","F"
7630,678,"UNIVERSITY HEIGHTS","G"
7630,916,"UNIVERSITY HEIGHTS","H"
8113,268,"UNIVERSITY HEIGHTS","I"
7710,908,"VALLEY VIEW","A"
7710,1039,"VALLEY VIEW","B"
8332,1425,"WARRENSVILLE HEIGHTS","1A"
8332,1427,"WARRENSVILLE HEIGHTS","1B"
8332,1428,"WARRENSVILLE HEIGHTS","2A"
8332,1429,"WARRENSVILLE HEIGHTS","2B"
8332,1430,"WARRENSVILLE HEIGHTS","3A"
8332,1431,"WARRENSVILLE HEIGHTS","3B"
7780,1433,"WARRENSVILLE HEIGHTS","4A"
7780,1434,"WARRENSVILLE HEIGHTS","4B"
8170,1435,"WARRENSVILLE HEIGHTS","5A"
8170,1436,"WARRENSVILLE HEIGHTS","5B"
8170,1438,"WARRENSVILLE HEIGHTS","6A"
8170,1440,"WARRENSVILLE HEIGHTS","7A"
8170,1441,"WARRENSVILLE HEIGHTS","7B.01"
8170,1444,"WARRENSVILLE HEIGHTS","7B.02"
8333,909,"WALTON HILLS","A"
8333,275,"WALTON HILLS","B"
7860,910,"WOODMERE","A"
7870,911,"WESTLAKE","1A"
7870,417,"WESTLAKE","1B"
7870,276,"WESTLAKE","1C"
8321,912,"WESTLAKE","1D"
8321,888,"WESTLAKE","2A"
8313,642,"WESTLAKE","2B"
8321,905,"WESTLAKE","2C"
8313,420,"WESTLAKE","2D"
8321,277,"WESTLAKE","3A"
7890,1282,"WESTLAKE","3B"
8056,913,"WESTLAKE","3C"
8056,278,"WESTLAKE","3D"
8196,1283,"WESTLAKE","4A"
8196,421,"WESTLAKE","4B"
8196,920,"WESTLAKE","4C"
8196,1315,"WESTLAKE","4D"
7890,915,"WESTLAKE","5A"
7890,914,"WESTLAKE","5B"
7890,904,"WESTLAKE","5C"
7890,270,"WESTLAKE","5D"
8313,283,"WESTLAKE","6A"
8313,284,"WESTLAKE","6B"
8313,679,"WESTLAKE","6C"
8313,921,"WESTLAKE","6D"
